
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/248?periodo=2026
[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/249?periodo=2026
[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/245?periodo=2026
[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/246?periodo=2026
[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/251?periodo=2026
[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/252?periodo=2026
[2026-03-06T23:40:27.630Z] OPTIONS /api/entries/253?periodo=2026
[2026-03-06T23:40:27.630Z] GET /api/entries/102?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/250?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/255?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/257?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/258?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/254?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/260?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/261?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/262?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/259?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/264?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/263?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/265?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/266?periodo=2026
[2026-03-06T23:40:27.631Z] OPTIONS /api/entries/267?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/268?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/269?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/270?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/271?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/272?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/273?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/274?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/275?periodo=2026
[2026-03-06T23:40:27.632Z] OPTIONS /api/entries/276?periodo=2026
[2026-03-06T23:40:27.632Z] GET /api/entries/103?periodo=2026
[2026-03-06T23:40:27.633Z] OPTIONS /api/entries/278?periodo=2026
[2026-03-06T23:40:27.633Z] OPTIONS /api/entries/279?periodo=2026
[2026-03-06T23:40:27.633Z] GET /api/entries/104?periodo=2026
[2026-03-06T23:40:27.633Z] OPTIONS /api/entries/280?periodo=2026
[2026-03-06T23:40:27.633Z] OPTIONS /api/entries/277?periodo=2026
[2026-03-06T23:40:27.633Z] OPTIONS /api/entries/281?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/282?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/283?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/285?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/284?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/286?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/288?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/289?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/290?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/291?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/292?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/295?periodo=2026
[2026-03-06T23:40:27.634Z] OPTIONS /api/entries/293?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/294?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/296?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/299?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/300?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/301?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/297?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/298?periodo=2026
[2026-03-06T23:40:27.635Z] GET /api/entries/108?periodo=2026
[2026-03-06T23:40:27.635Z] OPTIONS /api/entries/302?periodo=2026
[2026-03-06T23:40:27.635Z] GET /api/entries/113?periodo=2026
[2026-03-06T23:40:27.636Z] GET /api/entries/110?periodo=2026
[2026-03-06T23:40:27.636Z] GET /api/entries/107?periodo=2026
[2026-03-06T23:40:27.637Z] OPTIONS /api/entries/303?periodo=2026
[2026-03-06T23:40:27.637Z] GET /api/entries/111?periodo=2026
[2026-03-06T23:40:27.637Z] GET /api/entries/112?periodo=2026
[2026-03-06T23:40:27.638Z] OPTIONS /api/entries/304?periodo=2026
[2026-03-06T23:40:27.638Z] OPTIONS /api/entries/305?periodo=2026
[2026-03-06T23:40:27.638Z] OPTIONS /api/entries/306?periodo=2026
[2026-03-06T23:40:27.638Z] OPTIONS /api/entries/307?periodo=2026
[2026-03-06T23:40:27.639Z] GET /api/entries/115?periodo=2026
[2026-03-06T23:40:27.639Z] OPTIONS /api/entries/308?periodo=2026
[2026-03-06T23:40:27.639Z] GET /api/entries/114?periodo=2026
[2026-03-06T23:40:27.639Z] OPTIONS /api/entries/311?periodo=2026
[2026-03-06T23:40:27.639Z] OPTIONS /api/entries/309?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/312?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/313?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/314?periodo=2026
[2026-03-06T23:40:27.640Z] GET /api/entries/116?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/317?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/315?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/316?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/318?periodo=2026
[2026-03-06T23:40:27.640Z] OPTIONS /api/entries/324?periodo=2026
[2026-03-06T23:40:27.641Z] OPTIONS /api/entries/325?periodo=2026
[2026-03-06T23:40:27.641Z] GET /api/entries/117?periodo=2026
[2026-03-06T23:40:27.641Z] OPTIONS /api/entries/322?periodo=2026
[2026-03-06T23:40:27.641Z] OPTIONS /api/entries/326?periodo=2026
[2026-03-06T23:40:27.641Z] OPTIONS /api/entries/327?periodo=2026
[2026-03-06T23:40:27.641Z] GET /api/entries/119?periodo=2026
[2026-03-06T23:40:27.642Z] GET /api/entries/118?periodo=2026
[2026-03-06T23:40:27.642Z] OPTIONS /api/entries/329?periodo=2026
[2026-03-06T23:40:27.642Z] OPTIONS /api/entries/330?periodo=2026
[2026-03-06T23:40:27.642Z] OPTIONS /api/entries/328?periodo=2026
[2026-03-06T23:40:27.642Z] OPTIONS /api/entries/332?periodo=2026
[2026-03-06T23:40:27.642Z] OPTIONS /api/entries/331?periodo=2026
[2026-03-06T23:40:27.643Z] GET /api/entries/120?periodo=2026
[2026-03-06T23:40:27.643Z] OPTIONS /api/entries/333?periodo=2026
[2026-03-06T23:40:27.643Z] OPTIONS /api/entries/334?periodo=2026
[2026-03-06T23:40:27.643Z] OPTIONS /api/entries/335?periodo=2026
[2026-03-06T23:40:27.643Z] OPTIONS /api/entries/336?periodo=2026
[2026-03-06T23:40:27.644Z] OPTIONS /api/entries/337?periodo=2026
[2026-03-06T23:40:27.644Z] OPTIONS /api/entries/342?periodo=2026
[2026-03-06T23:40:27.644Z] OPTIONS /api/entries/341?periodo=2026
[2026-03-06T23:40:27.644Z] GET /api/entries/121?periodo=2026
[2026-03-06T23:40:27.646Z] OPTIONS /api/entries/343?periodo=2026
[2026-03-06T23:40:27.646Z] GET /api/entries/122?periodo=2026
[2026-03-06T23:40:27.646Z] OPTIONS /api/entries/347?periodo=2026
[2026-03-06T23:40:27.646Z] OPTIONS /api/entries/344?periodo=2026
[2026-03-06T23:40:27.647Z] OPTIONS /api/entries/348?periodo=2026
[2026-03-06T23:40:27.647Z] OPTIONS /api/entries/349?periodo=2026
[2026-03-06T23:40:27.647Z] GET /api/entries/123?periodo=2026
[2026-03-06T23:40:27.647Z] OPTIONS /api/entries/350?periodo=2026
[2026-03-06T23:40:27.647Z] OPTIONS /api/entries/351?periodo=2026
[2026-03-06T23:40:27.647Z] OPTIONS /api/entries/352?periodo=2026
[2026-03-06T23:40:27.647Z] OPTIONS /api/entries/353?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/354?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/355?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/356?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/357?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/358?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/361?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/359?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/360?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/364?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/362?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/363?periodo=2026
[2026-03-06T23:40:27.648Z] OPTIONS /api/entries/365?periodo=2026
[2026-03-06T23:40:27.648Z] GET /api/entries/124?periodo=2026
[2026-03-06T23:40:27.649Z] GET /api/entries/125?periodo=2026
[2026-03-06T23:40:27.649Z] OPTIONS /api/entries/367?periodo=2026
[2026-03-06T23:40:27.649Z] GET /api/entries/126?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/366?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/368?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/369?periodo=2026
[2026-03-06T23:40:27.650Z] GET /api/entries/127?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/370?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/371?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/372?periodo=2026
[2026-03-06T23:40:27.650Z] OPTIONS /api/entries/373?periodo=2026
[2026-03-06T23:40:27.651Z] GET /api/entries/128?periodo=2026
[2026-03-06T23:40:27.651Z] OPTIONS /api/entries/375?periodo=2026
[2026-03-06T23:40:27.651Z] OPTIONS /api/entries/374?periodo=2026
[2026-03-06T23:40:27.652Z] GET /api/entries/129?periodo=2026
[2026-03-06T23:40:27.652Z] GET /api/entries/130?periodo=2026
[2026-03-06T23:40:27.652Z] OPTIONS /api/entries/376?periodo=2026
[2026-03-06T23:40:27.652Z] OPTIONS /api/entries/377?periodo=2026
[2026-03-06T23:40:27.653Z] OPTIONS /api/entries/378?periodo=2026
[2026-03-06T23:40:27.653Z] GET /api/entries/131?periodo=2026
[2026-03-06T23:40:27.653Z] OPTIONS /api/entries/379?periodo=2026
[2026-03-06T23:40:27.653Z] OPTIONS /api/entries/380?periodo=2026
[2026-03-06T23:40:27.653Z] OPTIONS /api/entries/381?periodo=2026
[2026-03-06T23:40:27.654Z] GET /api/entries/132?periodo=2026
[2026-03-06T23:40:27.654Z] OPTIONS /api/entries/382?periodo=2026
[2026-03-06T23:40:27.654Z] OPTIONS /api/entries/384?periodo=2026
[2026-03-06T23:40:27.654Z] OPTIONS /api/entries/385?periodo=2026
[2026-03-06T23:40:27.654Z] OPTIONS /api/entries/383?periodo=2026
[2026-03-06T23:40:27.655Z] GET /api/entries/133?periodo=2026
[2026-03-06T23:40:27.655Z] GET /api/entries/134?periodo=2026
[2026-03-06T23:40:27.655Z] OPTIONS /api/entries/387?periodo=2026
[2026-03-06T23:40:27.655Z] OPTIONS /api/entries/386?periodo=2026
[2026-03-06T23:40:27.655Z] OPTIONS /api/entries/388?periodo=2026
[2026-03-06T23:40:27.656Z] OPTIONS /api/entries/389?periodo=2026
[2026-03-06T23:40:27.656Z] OPTIONS /api/entries/390?periodo=2026
[2026-03-06T23:40:27.656Z] OPTIONS /api/entries/391?periodo=2026
[2026-03-06T23:40:27.656Z] OPTIONS /api/entries/392?periodo=2026
[2026-03-06T23:40:27.656Z] OPTIONS /api/entries/393?periodo=2026
[2026-03-06T23:40:27.656Z] OPTIONS /api/entries/396?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/394?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/395?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/398?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/399?periodo=2026
[2026-03-06T23:40:27.657Z] GET /api/entries/135?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/400?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/397?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/402?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/403?periodo=2026
[2026-03-06T23:40:27.657Z] OPTIONS /api/entries/404?periodo=2026
[2026-03-06T23:40:27.658Z] OPTIONS /api/entries/401?periodo=2026
[2026-03-06T23:40:27.658Z] OPTIONS /api/entries/406?periodo=2026
[2026-03-06T23:40:27.658Z] OPTIONS /api/entries/405?periodo=2026
[2026-03-06T23:40:27.658Z] OPTIONS /api/entries/408?periodo=2026
[2026-03-06T23:40:27.658Z] GET /api/entries/136?periodo=2026
[2026-03-06T23:40:27.658Z] OPTIONS /api/entries/407?periodo=2026
[2026-03-06T23:40:27.658Z] OPTIONS /api/entries/409?periodo=2026
[2026-03-06T23:40:27.658Z] GET /api/entries/138?periodo=2026
[2026-03-06T23:40:27.659Z] OPTIONS /api/entries/410?periodo=2026
[2026-03-06T23:40:27.659Z] GET /api/entries/137?periodo=2026
[2026-03-06T23:40:27.659Z] OPTIONS /api/entries/412?periodo=2026
[2026-03-06T23:40:27.659Z] OPTIONS /api/entries/411?periodo=2026
[2026-03-06T23:40:27.659Z] OPTIONS /api/entries/413?periodo=2026
[2026-03-06T23:40:27.659Z] GET /api/entries/139?periodo=2026
[2026-03-06T23:40:27.660Z] OPTIONS /api/entries/415?periodo=2026
[2026-03-06T23:40:27.660Z] OPTIONS /api/entries/414?periodo=2026
[2026-03-06T23:40:27.660Z] OPTIONS /api/entries/416?periodo=2026
[2026-03-06T23:40:27.660Z] GET /api/entries/140?periodo=2026
[2026-03-06T23:40:27.660Z] OPTIONS /api/entries/417?periodo=2026
[2026-03-06T23:40:27.660Z] GET /api/entries/141?periodo=2026
[2026-03-06T23:40:27.663Z] GET /api/entries/142?periodo=2026
[2026-03-06T23:40:27.663Z] GET /api/entries/143?periodo=2026
[2026-03-06T23:40:27.664Z] GET /api/entries/144?periodo=2026
[2026-03-06T23:40:27.664Z] GET /api/entries/145?periodo=2026
[2026-03-06T23:40:27.665Z] GET /api/entries/147?periodo=2026
[2026-03-06T23:40:27.665Z] GET /api/entries/146?periodo=2026
[2026-03-06T23:40:27.666Z] GET /api/entries/149?periodo=2026
[2026-03-06T23:40:27.666Z] GET /api/entries/148?periodo=2026
[2026-03-06T23:40:27.667Z] GET /api/entries/151?periodo=2026
[2026-03-06T23:40:27.668Z] GET /api/entries/152?periodo=2026
[2026-03-06T23:40:27.669Z] GET /api/entries/150?periodo=2026
[2026-03-06T23:40:27.669Z] GET /api/entries/153?periodo=2026
[2026-03-06T23:40:27.670Z] GET /api/entries/154?periodo=2026
[2026-03-06T23:40:27.670Z] GET /api/entries/156?periodo=2026
[2026-03-06T23:40:27.671Z] GET /api/entries/155?periodo=2026
[2026-03-06T23:40:27.671Z] GET /api/entries/158?periodo=2026
[2026-03-06T23:40:27.672Z] GET /api/entries/159?periodo=2026
[2026-03-06T23:40:27.672Z] GET /api/entries/161?periodo=2026
[2026-03-06T23:40:27.672Z] GET /api/entries/160?periodo=2026
[2026-03-06T23:40:27.673Z] GET /api/entries/162?periodo=2026
[2026-03-06T23:40:27.673Z] GET /api/entries/163?periodo=2026
[2026-03-06T23:40:27.674Z] GET /api/entries/164?periodo=2026
[2026-03-06T23:40:27.674Z] GET /api/entries/166?periodo=2026
[2026-03-06T23:40:27.674Z] GET /api/entries/167?periodo=2026
[2026-03-06T23:40:27.675Z] GET /api/entries/168?periodo=2026
[2026-03-06T23:40:27.675Z] GET /api/entries/169?periodo=2026
[2026-03-06T23:40:27.675Z] GET /api/entries/170?periodo=2026
[2026-03-06T23:40:27.676Z] GET /api/entries/171?periodo=2026
[2026-03-06T23:40:27.676Z] GET /api/entries/172?periodo=2026
[2026-03-06T23:40:27.677Z] GET /api/entries/175?periodo=2026
[2026-03-06T23:40:27.678Z] GET /api/entries/173?periodo=2026
[2026-03-06T23:40:27.678Z] GET /api/entries/174?periodo=2026
[2026-03-06T23:40:27.679Z] GET /api/entries/177?periodo=2026
[2026-03-06T23:40:27.680Z] GET /api/entries/178?periodo=2026
[2026-03-06T23:40:27.680Z] GET /api/entries/176?periodo=2026
[2026-03-06T23:40:27.681Z] GET /api/entries/180?periodo=2026
[2026-03-06T23:40:27.681Z] GET /api/entries/179?periodo=2026
[2026-03-06T23:40:27.681Z] GET /api/entries/182?periodo=2026
[2026-03-06T23:40:27.682Z] GET /api/entries/181?periodo=2026
[2026-03-06T23:40:27.683Z] GET /api/entries/183?periodo=2026
[2026-03-06T23:40:27.683Z] GET /api/entries/184?periodo=2026
[2026-03-06T23:40:27.684Z] GET /api/entries/185?periodo=2026
[2026-03-06T23:40:27.684Z] GET /api/entries/186?periodo=2026
[2026-03-06T23:40:27.684Z] GET /api/entries/187?periodo=2026
[2026-03-06T23:40:27.685Z] GET /api/entries/189?periodo=2026
[2026-03-06T23:40:27.685Z] GET /api/entries/188?periodo=2026
[2026-03-06T23:40:27.685Z] GET /api/entries/190?periodo=2026
[2026-03-06T23:40:27.686Z] GET /api/entries/191?periodo=2026
[2026-03-06T23:40:27.686Z] GET /api/entries/192?periodo=2026
[2026-03-06T23:40:27.687Z] GET /api/entries/193?periodo=2026
[2026-03-06T23:40:27.688Z] GET /api/entries/194?periodo=2026
[2026-03-06T23:40:27.688Z] GET /api/entries/195?periodo=2026
[2026-03-06T23:40:27.689Z] GET /api/entries/196?periodo=2026
[2026-03-06T23:40:27.689Z] GET /api/entries/197?periodo=2026
[2026-03-06T23:40:27.689Z] GET /api/entries/198?periodo=2026
[2026-03-06T23:40:27.690Z] GET /api/entries/199?periodo=2026
[2026-03-06T23:40:27.690Z] GET /api/entries/200?periodo=2026
[2026-03-06T23:40:27.691Z] GET /api/entries/201?periodo=2026
[2026-03-06T23:40:27.691Z] GET /api/entries/203?periodo=2026
[2026-03-06T23:40:27.691Z] GET /api/entries/202?periodo=2026
[2026-03-06T23:40:27.692Z] GET /api/entries/205?periodo=2026
[2026-03-06T23:40:27.692Z] GET /api/entries/204?periodo=2026
[2026-03-06T23:40:27.692Z] GET /api/entries/207?periodo=2026
[2026-03-06T23:40:27.693Z] GET /api/entries/206?periodo=2026
[2026-03-06T23:40:27.694Z] GET /api/entries/208?periodo=2026
[2026-03-06T23:40:27.694Z] GET /api/entries/209?periodo=2026
[2026-03-06T23:40:27.695Z] GET /api/entries/210?periodo=2026
[2026-03-06T23:40:27.695Z] GET /api/entries/211?periodo=2026
[2026-03-06T23:40:27.695Z] GET /api/entries/213?periodo=2026
[2026-03-06T23:40:27.696Z] GET /api/entries/212?periodo=2026
[2026-03-06T23:40:27.696Z] GET /api/entries/214?periodo=2026
[2026-03-06T23:40:27.697Z] GET /api/entries/215?periodo=2026
[2026-03-06T23:40:27.697Z] GET /api/entries/216?periodo=2026
[2026-03-06T23:40:27.697Z] GET /api/entries/218?periodo=2026
[2026-03-06T23:40:27.698Z] GET /api/entries/217?periodo=2026
[2026-03-06T23:40:27.698Z] GET /api/entries/219?periodo=2026
[2026-03-06T23:40:27.699Z] GET /api/entries/221?periodo=2026
[2026-03-06T23:40:27.699Z] GET /api/entries/220?periodo=2026
[2026-03-06T23:40:27.699Z] GET /api/entries/223?periodo=2026
[2026-03-06T23:40:27.700Z] GET /api/entries/222?periodo=2026
[2026-03-06T23:40:27.700Z] GET /api/entries/224?periodo=2026
[2026-03-06T23:40:27.701Z] GET /api/entries/226?periodo=2026
[2026-03-06T23:40:27.701Z] GET /api/entries/225?periodo=2026
[2026-03-06T23:40:27.701Z] GET /api/entries/228?periodo=2026
[2026-03-06T23:40:27.702Z] GET /api/entries/229?periodo=2026
[2026-03-06T23:40:27.702Z] GET /api/entries/230?periodo=2026
[2026-03-06T23:40:27.702Z] GET /api/entries/233?periodo=2026
[2026-03-06T23:40:27.703Z] GET /api/entries/234?periodo=2026
[2026-03-06T23:40:27.704Z] GET /api/entries/235?periodo=2026
[2026-03-06T23:40:27.705Z] GET /api/entries/236?periodo=2026
[2026-03-06T23:40:27.705Z] GET /api/entries/237?periodo=2026
[2026-03-06T23:40:27.705Z] GET /api/entries/238?periodo=2026
[2026-03-06T23:40:27.706Z] GET /api/entries/239?periodo=2026
[2026-03-06T23:40:27.706Z] GET /api/entries/242?periodo=2026
[2026-03-06T23:40:27.707Z] GET /api/entries/240?periodo=2026
[2026-03-06T23:40:27.708Z] GET /api/entries/243?periodo=2026
[2026-03-06T23:40:27.708Z] GET /api/entries/244?periodo=2026
[2026-03-06T23:40:27.709Z] GET /api/entries/247?periodo=2026
[2026-03-06T23:40:27.709Z] GET /api/entries/248?periodo=2026
[2026-03-06T23:40:27.709Z] GET /api/entries/249?periodo=2026
[2026-03-06T23:40:27.713Z] GET /api/entries/245?periodo=2026
[2026-03-06T23:40:27.713Z] GET /api/entries/246?periodo=2026
[2026-03-06T23:40:27.714Z] GET /api/entries/251?periodo=2026
[2026-03-06T23:40:27.714Z] GET /api/entries/252?periodo=2026
[2026-03-06T23:40:27.715Z] GET /api/entries/253?periodo=2026
[2026-03-06T23:40:27.715Z] GET /api/entries/250?periodo=2026
[2026-03-06T23:40:27.716Z] GET /api/entries/255?periodo=2026
[2026-03-06T23:40:27.716Z] GET /api/entries/257?periodo=2026
[2026-03-06T23:40:27.717Z] GET /api/entries/258?periodo=2026
[2026-03-06T23:40:27.717Z] GET /api/entries/254?periodo=2026
[2026-03-06T23:40:27.717Z] GET /api/entries/260?periodo=2026
[2026-03-06T23:40:27.718Z] GET /api/entries/262?periodo=2026
[2026-03-06T23:40:27.718Z] GET /api/entries/261?periodo=2026
[2026-03-06T23:40:27.719Z] GET /api/entries/259?periodo=2026
[2026-03-06T23:40:27.719Z] GET /api/entries/264?periodo=2026
[2026-03-06T23:40:27.720Z] GET /api/entries/265?periodo=2026
[2026-03-06T23:40:27.720Z] GET /api/entries/266?periodo=2026
[2026-03-06T23:40:27.721Z] GET /api/entries/263?periodo=2026
[2026-03-06T23:40:27.722Z] GET /api/entries/267?periodo=2026
[2026-03-06T23:40:27.722Z] GET /api/entries/268?periodo=2026
[2026-03-06T23:40:27.723Z] GET /api/entries/269?periodo=2026
[2026-03-06T23:40:27.723Z] GET /api/entries/270?periodo=2026
[2026-03-06T23:40:27.724Z] GET /api/entries/271?periodo=2026
[2026-03-06T23:40:27.724Z] GET /api/entries/272?periodo=2026
[2026-03-06T23:40:27.725Z] GET /api/entries/273?periodo=2026
[2026-03-06T23:40:27.725Z] GET /api/entries/275?periodo=2026
[2026-03-06T23:40:27.725Z] GET /api/entries/274?periodo=2026
[2026-03-06T23:40:27.726Z] GET /api/entries/276?periodo=2026
[2026-03-06T23:40:27.726Z] GET /api/entries/278?periodo=2026
[2026-03-06T23:40:27.727Z] GET /api/entries/279?periodo=2026
[2026-03-06T23:40:27.728Z] GET /api/entries/280?periodo=2026
[2026-03-06T23:40:27.729Z] GET /api/entries/277?periodo=2026
[2026-03-06T23:40:27.730Z] GET /api/entries/281?periodo=2026
[2026-03-06T23:40:27.730Z] GET /api/entries/282?periodo=2026
[2026-03-06T23:40:27.731Z] GET /api/entries/283?periodo=2026
[2026-03-06T23:40:27.731Z] GET /api/entries/284?periodo=2026
[2026-03-06T23:40:27.731Z] GET /api/entries/285?periodo=2026
[2026-03-06T23:40:27.732Z] GET /api/entries/286?periodo=2026
[2026-03-06T23:40:27.732Z] GET /api/entries/288?periodo=2026
[2026-03-06T23:40:27.732Z] GET /api/entries/289?periodo=2026
[2026-03-06T23:40:27.733Z] GET /api/entries/290?periodo=2026
[2026-03-06T23:40:27.734Z] GET /api/entries/291?periodo=2026
[2026-03-06T23:40:27.734Z] GET /api/entries/292?periodo=2026
[2026-03-06T23:40:27.734Z] GET /api/entries/295?periodo=2026
[2026-03-06T23:40:27.736Z] GET /api/entries/293?periodo=2026
[2026-03-06T23:40:27.737Z] GET /api/entries/294?periodo=2026
[2026-03-06T23:40:27.738Z] GET /api/entries/296?periodo=2026
